site,latitude,longitude,method,field.technique,ecosystem.type,temp,flux,units,inv.ktc,std.flux,reference
Chippeewa National Forest,47.32,-93.28,IRGA,Eddy Covariance,Wetland,18.5349,143.741,mg CH4 m^-2 d^-1,0.365623309,0.22093867,"Shurpali, NJ et al (1993) Seasonal distribution of methane flux in a Minnesota peatland measured by eddy correlation. J. Geo. Res. 98, 20649-20655."
Chippeewa National Forest,47.32,-93.28,IRGA,Eddy Covariance,Wetland,17.7942,147.18,mg CH4 m^-2 d^-1,0.264265133,0.244581928,"Shurpali, NJ et al (1993) Seasonal distribution of methane flux in a Minnesota peatland measured by eddy correlation. J. Geo. Res. 98, 20649-20655."
Chippeewa National Forest,47.32,-93.28,IRGA,Eddy Covariance,Wetland,16.1114,157.529,mg CH4 m^-2 d^-1,0.032058682,0.312535169,"Shurpali, NJ et al (1993) Seasonal distribution of methane flux in a Minnesota peatland measured by eddy correlation. J. Geo. Res. 98, 20649-20655."
Chippeewa National Forest,47.32,-93.28,IRGA,Eddy Covariance,Wetland,11.6031,158.977,mg CH4 m^-2 d^-1,-0.603565921,0.321685138,"Shurpali, NJ et al (1993) Seasonal distribution of methane flux in a Minnesota peatland measured by eddy correlation. J. Geo. Res. 98, 20649-20655."
Chippeewa National Forest,47.32,-93.28,IRGA,Eddy Covariance,Wetland,17.0214,160.874,mg CH4 m^-2 d^-1,0.15796249,0.33354705,"Shurpali, NJ et al (1993) Seasonal distribution of methane flux in a Minnesota peatland measured by eddy correlation. J. Geo. Res. 98, 20649-20655."
Chippeewa National Forest,47.32,-93.28,IRGA,Eddy Covariance,Wetland,16.4528,176.053,mg CH4 m^-2 d^-1,0.079386151,0.423710687,"Shurpali, NJ et al (1993) Seasonal distribution of methane flux in a Minnesota peatland measured by eddy correlation. J. Geo. Res. 98, 20649-20655."
Chippeewa National Forest,47.32,-93.28,IRGA,Eddy Covariance,Wetland,15.9153,192.839,mg CH4 m^-2 d^-1,0.004823231,0.514781244,"Shurpali, NJ et al (1993) Seasonal distribution of methane flux in a Minnesota peatland measured by eddy correlation. J. Geo. Res. 98, 20649-20655."
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,24.504,2.02,mg CH4 m^-2 d^-1,1.164019079,0.395049872,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,21.169,2.02,mg CH4 m^-2 d^-1,0.721941124,0.395049872,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,17.024,2.04,mg CH4 m^-2 d^-1,0.158321083,0.404902168,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,16.851,2.04,mg CH4 m^-2 d^-1,0.134446813,0.404902168,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,18.804,2.04,mg CH4 m^-2 d^-1,0.402319808,0.404902168,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,20.603,2.04,mg CH4 m^-2 d^-1,0.645916939,0.404902168,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,28.933,2.04,mg CH4 m^-2 d^-1,1.736017754,0.404902168,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,28.933,2.04,mg CH4 m^-2 d^-1,1.736017754,0.404902168,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,24.708,2.76,mg CH4 m^-2 d^-1,1.190739272,0.70718304,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,27.932,3.58,mg CH4 m^-2 d^-1,1.60821275,0.967315161,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,29.221,5.51,mg CH4 m^-2 d^-1,1.772631992,1.398516983,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,26.668,6.75,mg CH4 m^-2 d^-1,1.445608809,1.601494865,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,28.655,6.94,mg CH4 m^-2 d^-1,1.700608529,1.629254135,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,30.769,9.77,mg CH4 m^-2 d^-1,1.968244041,1.971268826,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,26.742,10.14,mg CH4 m^-2 d^-1,1.455166137,2.008440358,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,25.558,11.01,mg CH4 m^-2 d^-1,1.301680365,2.090756311,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,32.064,13.82,mg CH4 m^-2 d^-1,2.130360866,2.318069179,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,25.28,14.21,mg CH4 m^-2 d^-1,1.265465683,2.345898302,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,31.034,16.12,mg CH4 m^-2 d^-1,2.001530914,2.472013097,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,29.453,21.61,mg CH4 m^-2 d^-1,1.802076086,2.765108531,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,28.089,28.04,mg CH4 m^-2 d^-1,1.628314281,3.025584422,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,30.476,30.29,mg CH4 m^-2 d^-1,1.931372393,3.102769985,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,27.851,33.83,mg CH4 m^-2 d^-1,1.597833693,3.213300343,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,30.874,37.53,mg CH4 m^-2 d^-1,1.981440124,3.317092973,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,29.245,38.59,mg CH4 m^-2 d^-1,1.775680029,3.344945536,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,31.291,39.1,mg CH4 m^-2 d^-1,2.033757522,3.358074827,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,30.244,39.49,mg CH4 m^-2 d^-1,1.902126549,3.367999835,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,28.887,43.88,mg CH4 m^-2 d^-1,1.730163177,3.473410996,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,30.488,48.14,mg CH4 m^-2 d^-1,1.932883892,3.566065793,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,30.887,54.51,mg CH4 m^-2 d^-1,1.98307329,3.690336531,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
Crowley Louisiana,30.217542,-92.374077,GC,Chamber,Rice Paddy,28.309,67.6,mg CH4 m^-2 d^-1,1.656446787,3.905560343,Lindau C (1994) Methane emissions from Louisiana rice fields amended with nitrogen fertilizers. Soil Biol Biochem. 26: 353-359
EARTH,10.13,-83.34,GC,Chamber,Wetland,25.088,17.664,mg CH4 m^-2 d^-1,1.240414667,-0.80169755,"Nahlik, A & Mitsch, W (2011) Methane emissions from tropial freshwater wetlands located in different climatic zones of Costa Rica. Global Change Biology 17, 1321-1334"
EARTH,10.13,-83.34,GC,Chamber,Wetland,24.926,86.304,mg CH4 m^-2 d^-1,1.219252758,0.784649727,"Nahlik, A & Mitsch, W (2011) Methane emissions from tropial freshwater wetlands located in different climatic zones of Costa Rica. Global Change Biology 17, 1321-1334"
EARTH,10.13,-83.34,GC,Chamber,Wetland,23.895,130.392,mg CH4 m^-2 d^-1,1.084033014,1.197319077,"Nahlik, A & Mitsch, W (2011) Methane emissions from tropial freshwater wetlands located in different climatic zones of Costa Rica. Global Change Biology 17, 1321-1334"
EARTH,10.13,-83.34,GC,Chamber,Wetland,24.134,202.32,mg CH4 m^-2 d^-1,1.115462364,1.636624382,"Nahlik, A & Mitsch, W (2011) Methane emissions from tropial freshwater wetlands located in different climatic zones of Costa Rica. Global Change Biology 17, 1321-1334"
EARTH,10.13,-83.34,GC,Chamber,Wetland,25.681,263.136,mg CH4 m^-2 d^-1,1.317681896,1.899444788,"Nahlik, A & Mitsch, W (2011) Methane emissions from tropial freshwater wetlands located in different climatic zones of Costa Rica. Global Change Biology 17, 1321-1334"
EARTH,10.13,-83.34,GC,Chamber,Wetland,24.643,481.56,mg CH4 m^-2 d^-1,1.182229461,2.503804614,"Nahlik, A & Mitsch, W (2011) Methane emissions from tropial freshwater wetlands located in different climatic zones of Costa Rica. Global Change Biology 17, 1321-1334"
Gäddtjärn,62.979721,15.535355,GC,Chamber,Aquatic,see notes,see notes,see notes,see notes,see notes,"Bastviken, Gudasz, Ngyuen Unpubl"
Ilomantsi Fen 1991,60.4,30.5,GC,Chamber,Wetland,0.847,15.632,mg CH4 m^-2 d^-1,-2.204597697,-1.936694042,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1991,60.4,30.5,GC,Chamber,Wetland,7.8,26.83,mg CH4 m^-2 d^-1,-1.155635415,-1.396493473,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1991,60.4,30.5,GC,Chamber,Wetland,6.255,34.158,mg CH4 m^-2 d^-1,-1.384207482,-1.155017318,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1991,60.4,30.5,GC,Chamber,Wetland,15.39,64.686,mg CH4 m^-2 d^-1,-0.068315833,-0.516469343,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1991,60.4,30.5,GC,Chamber,Wetland,11.142,69.069,mg CH4 m^-2 d^-1,-0.669713324,-0.450908132,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1991,60.4,30.5,GC,Chamber,Wetland,15.39,93.93,mg CH4 m^-2 d^-1,-0.068315833,-0.143464313,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1991,60.4,30.5,GC,Chamber,Wetland,13.635,170.79,mg CH4 m^-2 d^-1,-0.314613579,0.454420594,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1992,60.4,30.5,GC,Chamber,Wetland,12.235,25.015,mg CH4 m^-2 d^-1,-0.513263655,-1.694823223,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1992,60.4,30.5,GC,Chamber,Wetland,14.795,70.662,mg CH4 m^-2 d^-1,-0.151481918,-0.656390921,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1992,60.4,30.5,GC,Chamber,Wetland,13.042,72.768,mg CH4 m^-2 d^-1,-0.398518688,-0.627022569,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1992,60.4,30.5,GC,Chamber,Wetland,4.91,123.637,mg CH4 m^-2 d^-1,-1.585260172,-0.096949015,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Ilomantsi Fen 1992,60.4,30.5,GC,Chamber,Wetland,10.338,621.402,mg CH4 m^-2 d^-1,-0.785566655,1.517679348,"Nykanen, H, et al (1995) Emissions of CH4, N20 and CO2 from a Virgin fen and a fen drained for grassland in Finland. Journal of Biogeography. 22: 351-357"
Jankalaisenlampi Pond,67.1,27.4,GC,Chamber,Aquatic,12.8,2.8,mg CH4 m^-2 d^-1,-0.432859935,-1.315654909,"Huttunen, JT et al (2002) Exchange of CO2, CH4 and N2O between the atmosphere and two northern boreal ponds with catchments dominated by peatlands or forests. Plant & Soil. 242: 137-146"
Jankalaisenlampi Pond,67.1,27.4,GC,Chamber,Aquatic,12.7,3,mg CH4 m^-2 d^-1,-0.44706752,-1.246662037,"Huttunen, JT et al (2002) Exchange of CO2, CH4 and N2O between the atmosphere and two northern boreal ponds with catchments dominated by peatlands or forests. Plant & Soil. 242: 137-146"
Jankalaisenlampi Pond,67.1,27.4,GC,Chamber,Aquatic,10.1,5.5,mg CH4 m^-2 d^-1,-0.819987775,-0.640526234,"Huttunen, JT et al (2002) Exchange of CO2, CH4 and N2O between the atmosphere and two northern boreal ponds with catchments dominated by peatlands or forests. Plant & Soil. 242: 137-146"
Jankalaisenlampi Pond,67.1,27.4,GC,Chamber,Aquatic,17.1,7,mg CH4 m^-2 d^-1,0.168800199,-0.399364177,"Huttunen, JT et al (2002) Exchange of CO2, CH4 and N2O between the atmosphere and two northern boreal ponds with catchments dominated by peatlands or forests. Plant & Soil. 242: 137-146"
Jankalaisenlampi Pond,67.1,27.4,GC,Chamber,Aquatic,15.4,17,mg CH4 m^-2 d^-1,-0.066921016,0.487939018,"Huttunen, JT et al (2002) Exchange of CO2, CH4 and N2O between the atmosphere and two northern boreal ponds with catchments dominated by peatlands or forests. Plant & Soil. 242: 137-146"
Jankalaisenlampi Pond,67.1,27.4,GC,Chamber,Aquatic,6.4,73,mg CH4 m^-2 d^-1,-1.362648246,1.945185115,"Huttunen, JT et al (2002) Exchange of CO2, CH4 and N2O between the atmosphere and two northern boreal ponds with catchments dominated by peatlands or forests. Plant & Soil. 242: 137-146"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,9.976,28.752,mg CH4 m^-2 d^-1,-0.83794441,-1.703423933,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,20.931,64.944,mg CH4 m^-2 d^-1,0.69000903,-0.888605903,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,26.992,83.808,mg CH4 m^-2 d^-1,1.487419535,-0.633602795,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,19.371,316.416,mg CH4 m^-2 d^-1,0.479419077,0.69492654,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,28.858,508.944,mg CH4 m^-2 d^-1,1.72647133,1.170206727,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,23.548,546.576,mg CH4 m^-2 d^-1,1.038311108,1.241542101,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,17.846,595.608,mg CH4 m^-2 d^-1,0.27137029,1.327451469,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,13.886,620.52,mg CH4 m^-2 d^-1,-0.27920342,1.368426573,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,29.107,625.632,mg CH4 m^-2 d^-1,1.758147204,1.376631075,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jean Lafitte,29.48,90.67,GC,Chamber,Wetland,26.766,1679.448,mg CH4 m^-2 d^-1,1.458264798,2.364089184,"Yu, K et al (2008) Effect of hydrological conditions on nitrous oxide, methane, and carbon dioxide dynamics in a bottomland hardwood forest and its implication for soil carbon sequestration. Global Change Biology 14, 798-812"
Jiangsu,32.037621,118.872585,GC,Chamber,Rice Paddy,22.141,3.528,mg CH4 m^-2 d^-1,0.851818214,-0.433610049,"Cai, Z, et al (1997) Methane and nitrous oxide emissions from rice paddy fields as affected by nitrogen fertilizers and water management. Plant and Soil. 196: 7-14"
Jiangsu,32.037621,118.872585,GC,Chamber,Rice Paddy,25.832,24.48,mg CH4 m^-2 d^-1,1.33730804,1.50351527,"Cai, Z, et al (1997) Methane and nitrous oxide emissions from rice paddy fields as affected by nitrogen fertilizers and water management. Plant and Soil. 196: 7-14"
